row_num,index,common_name,name_pub,name_mast_key,name_simbad,designation,category,manmask,reject_reason,had_data,civ_blue,civ_ew,f2500,z_catalog,z_adopted,z_ned,dv_ned_kms,z_simbad,dv_simbad_kms,z_flag,adopted_record,sulentic,note
375,39,Mrk 817,Z 296-15,Mrk 817,Z 296-15,J143622.08+584739.3,no_sdss,2,,yes,128.44309058521125,88.39276888309928,1.6957922131794911,0.031328,0.031328,0.031328,0.0,0.03119806,-37.8,ok,BEST_iter05_gtr_hand2.json,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: BEST_iter05_gtr_hand2, GTR's own STIS hand fit, 128.4 / 88.39. GTR's reservation, in their words: 'there is clearly something off about the data that I don't think is physics.' Mrk 817 carries a deep, broad intrinsic absorber across 1515-1535 A (flux 1.3 against a continuum of 3) plus narrow absorbers on the peak and red flank, and the blueshift moves with how much of that absorbed blue wing is masked (my all-masks variant -78.8 / 82.0, GTR's earlier curated masks 128.4 / 85.7, the non-C IV-mask variant -217.0). The merge (COS covers 1524-1600 A only, a different epoch) swings five quanta and is not used. Mrk 817 carries a deep, broad intrinsic absorber across 1515-1535 A (flux 1.3 against a continuum of 3) plus narrow absorbers on the peak and red flank, so the fit is a masking exercise. iter03_allmasks (proposals incl. the four C IV candidates, 118 px left): -78.8 / 81.99, veto clean, Si IV 1.07, C IV 1.74, C III] 1.29, Mg II 1.33 sigma rms, better than GTR's masks in all four (1.22 / 2.50 / 1.31 / 1.60; theirs leaves the model 1 sigma over the data in C IV, i.e. absorption still in). The absorption search's further round over-masks to 57 px and is not used (-78.8 / 84.0). Anchors C III] xcorr -110, Mg II +190. CAVEAT: GTR's masks give 128.4, three quanta from -78.8, and the non-C IV-mask variant -217.0 -- the half-flux point moves with how much of the absorbed blue wing is masked; the merge (COS covers 1524-1600 A only) swings over five quanta and is not used. Model peak 11.2 with the data peak masked"
74,40,AKN120,ARK 120,AKN120,Z 395-23,J051611.50-000859.2,no_sdss,0,no_civ_data,yes,,,,0.0323,0.0323,0.032713,119.9,0.03256885,78.1,CHECK,REJECT_ALL_iter03_allmasks.json,yes,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the STIS spectrum has zero usable pixels inside 1500-1600 A (no Si IV or C III] either; Mg II only, 119 px). The pipeline nonetheless returns 1231.2 km/s and EW 112.1, wholly extrapolated -- the Mrk 352 case again, now caught automatically. v22 manmask was 1 GTR 2026-09-21: TO REFIT on the regenerated tree -- the data behind this exclusion has changed. Verdict held open until that refit."
68,41,3C 120,MCG+01-12-009,3C 120,MCG+01-12-009,J043311.02+052115.6,no_sdss,1,iue_only,no_civ_coverage,,,,0.033,,0.03301,2.9,0.0331358,39.4,ok,none,,"IUE only: no HST spectrum exists for 3C 120 (row 68, J043311.02+052115.6) in the rebin master. manmask 1 by GTR's instruction, as the marker that it still needs to be dealt with in the IUE grouping; not a verdict. Catalogue z carries z_needs_check; resolve before any IUE measurement. GTR 2026-09-21: manmask 1 stands, awaiting IUE. Correcting the record: HST data does exist for this object and the target name checks out, but no HST spectrum reaches C IV, so it cannot be measured here. The catalogue lists LWP/LWR/SWP, so there is IUE coverage to work with in that grouping. The reason iue_only is kept as the marker for that grouping, not as a claim that no HST spectrum exists."
1,42,RXS-J00057-5007,LEDA     407,RXS-J00057-5007,LEDA     407,J000543.05-500654.5,no_sdss,3,,yes,-286.1411570333448,66.50684415275748,0.4988349553189211,0.0333,0.0333,0.033446,42.4,0.033,-87.0,CHECK,BEST_iter03_allmasks.json,,"CONFIRMED by GTR: BEST_iter03_allmasks, -286.1 / 66.51. My masks kept over GTR's by a small margin: BEST_iter03_allmasks, -286.1 / 66.51, Si IV 0.73 and C IV 0.68 sigma rms against 0.88 / 0.70 under GTR's curated set (iter04_gtr_prior, -355.3 / 67.60); one quantum apart, the difference sitting in the blue-side masks. COS alone (S/N 13), coverage from 1535.2 A: the 1445-1465 A continuum window is unobserved, so the continuum's blue anchor is the reconstruction's, but only 10 per cent of the EW (6.6 A) lies blueward of any data, the peak is observed, and the half-flux point sits 15 A inside the data; the red window is observed. No C III] or Mg II, so no anchor check. Blueshift -493.6 with no masks, -286.1 / -355.3 with, three quanta -- the unmasked absorbers pull it. v22 manmask was 0"
290,43,PG1310-1051,LEDA   45913,PG1310-1051,LEDA   45913,J131305.73-110743.5,no_sdss,1,iue_only,iue_only,,,,0.0343,,0.034267,-9.6,0.03458327,82.1,CHECK,none,,"IUE only: no HST spectrum exists for PG1310-1051 (row 290, J131305.73-110743.5) in the rebin master. manmask 1 by GTR's instruction, as the marker that it still needs to be dealt with in the IUE grouping; not a verdict."
447,44,Mrk 509,MRK 0509,Mrk 509,Mrk  509,J204409.75-104324.6,no_sdss,3,,yes,197.48560807496355,142.45975672391,1.8088061832887006,0.0344,0.0344,0.034397,-0.9,0.03469575,85.7,CHECK,BEST_iter01_baseline.json,yes,"CONFIRMED by GTR, who chose the three-spectrum MERGE with no masks (BEST_iter01_baseline, 197.5 / 142.46) over the single-epoch alternatives -- the first time on the pass the merge is preferred for a multi-epoch object. Merge: SiIV: med +3.23 rms 4.21 (n=81)  |  CIV: med -0.91 rms 4.30 (n=117)  |  CIII]: med -0.35 rms 2.47 (n=199)  |  MgII: med -2.86 rms 4.01 (n=186); anchors {'ciii_peak_dv': -506.0, 'ciii_xcorr_dv': -230.0, 'mgii_xcorr_dv': -110.0}; veto 0 px; C IV coverage 117 px. My provisional pick had been STIS with my masks (iter03_allmasks, 266.5 / 157.82, anchors C III] -10 / Mg II -10, all windows 0.86-1.61), on the anchor criterion. Three complete spectra of a well-known variable (COS S/N 68, FOS 27, STIS 16) that disagree by up to four quanta and 30 per cent in EW, and the merge is poor (Si IV 3.65 on 20 px, Mg II 3.31): the epoch IS the measurement. Under GTR's masks: COS 128.4 / 126.3 (C III] xcorr -180, no Mg II; C IV rms 1.68 at that S/N is a real mismatch), FOS 266.5 / 166.3 (best per-sigma fit, 0.69-1.07 everywhere, but anchors -250 / -220 and a C III] peak at -506 -- the FOS wavelength scale or the model, either way the worst-anchored epoch), STIS 335.5 / 149.8 (anchors +30 / -30). My masks on STIS (iter03_allmasks, 14 absorption proposals outside C IV, none inside): 266.5 / 157.82, veto clean, Si IV 1.20, C IV 1.08, C III] 0.86, Mg II 1.61 -- better than GTR's STIS masks in every window (1.30 / 1.46 / 1.08 / 2.22) -- and the cleanest anchors of any spectrum of this object, C III] xcorr -10 and Mg II -10 km/s (the C III] PEAK says +530, but that estimator is noisy at this S/N and the cross-correlation is the one to trust here). Recommended on the anchor criterion; GTR to choose the epoch. My COS pass: 128.4 / 126.3 (non-C IV masks) or 59.4 / 129.0 (all masks); my FOS pass: 266.5 / 166.6, matching GTR's"
75,45,Pic A,PICTOR A,Pic A,ESO 252-18A,J051949.64-454643.9,no_sdss,3,,yes,266.5087642305957,244.99747499384358,0.7937210643499588,0.035,0.035,0.035008,2.3,0.0349747,-7.3,ok,BEST_iter09_gtr_hand.json,yes,"CONFIRMED by GTR with their own hand masks: BEST_iter09_gtr_hand, 266.5 / 245.00 (SiIV: med +0.56 rms 0.87 (n=214)  |  CIV: med +0.52 rms 0.94 (n=213)  |  CIII]: med -0.05 rms 0.93 (n=206)  |  MgII: med +0.55 rms 0.94 (n=187)). GTR judged the proposer fit to be running through the lower half of the data and masked low pixels to bring it up. For the record, my ladder: no C IV masks 335.5 / 219.1 (C IV median +0.61 sigma, model under); the first round of the absorption search (3 ranges) 266.5 / 253.2 (+0.51); the full search (12 ranges, 26 A of the line) 266.5 / 342.7 with the model overshooting the data peak (32 vs 26) -- over-masked. FOS, full coverage at S/N 7.3, all four anchors: Si IV 0.88, C IV 1.01, C III] 0.91, Mg II 0.97 sigma rms, veto clean, blueshift 335.5 and EW 219.1 identical across all three mask sets. Anchors C III] xcorr -190 (peak -197) and Mg II -110 km/s, both the same sign: the catalogue z (0.035, three decimals) is likely ~two quanta HIGH -- this is the object the queue flagged z_needs_check. Not acted on; a -138 km/s override would move the blueshift two quanta more negative (to ~197.5)"
129,46,Mrk 110,Mrk  110,Mrk 110,Mrk  110,J092512.87+521710.7,no_sdss,2,,yes,-78.78126855460229,368.52083999458125,0.3613252886348913,0.03529,0.03529,0.035291,0.3,0.0352195,-20.4,ok,BEST_iter05_gtr_hand.json,,"CO-ADDER FIX (2026-09-16): merged spectra were written without their gap pixels, leaving holes in the wavelength array that morph2 and get_ICA -- both index-aligned -- could not cope with; every merge was rebuilt on a full lattice and its records replayed (pipeline_output/refit_after_coaddfix_merges.csv). Re-test: the merge now gives -9.7 / 173.46 instead of -1325 / 8.0, but still fails the veto on 123 px; the adopted COS fit stands. ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: BEST_iter05_gtr_hand, GTR's own COS hand fit, -78.8 / 368.52, veto clean. RESERVATION: the EW rests on a continuum whose blue anchor (1445-1465 A) is unobserved -- COS starts at 1532 A -- and whose red anchor is the ~10 pixels at the spectrum's end (1695-1705 A, data ending at 1702). Masking the single spike pixel at 1698.0 A (correct) re-tilted the morph continuum (f2500 0.553 -> 0.361, C IV continuum +45 per cent at the blue end, -23 per cent at the red) and moved the EW from 398.2 to 368.5, 7.5 per cent, while the line itself came out TALLER (model peak 67 vs 56). On the same masks the component set alone moves it to 335.5 / 151 (comps high). So the EW carries ~10 per cent continuum-anchor sensitivity and a factor-2.6 component-set sensitivity; the blueshift is -78.8 under every mask set and component set except high. Two epochs of a famously variable object, and they differ by a factor of two in line strength: COS (S/N 16.5) has C IV at ~13x continuum, STIS (S/N 4.6) at ~6x, so COS 398 against STIS 208 (GTR's masks, -147.9) is real variability, not fit quality -- the STIS 'data peak' of 90 is an edge artefact at 1525 A where its coverage begins, masked by GTR; its true peak is 25 against a model of 28. Neither spectrum has the 1445-1465 A window (COS starts at 1532, STIS at 1525), so the continuum's blue anchor is the reconstruction's; 11 per cent of the COS EW (42 A) lies blueward of any data, the peak and half-flux point (17.6 A inside) are observed. COS has no C III] or Mg II; STIS supplies the redshift check -- C III] xcorr +240 (peak +272), Mg II +120 km/s -- which says the catalogue z (0.03529) is about two quanta LOW, the Z 291-51 situation; not acted on. The merge is garbage (rms 29 in C IV). SENSITIVITIES worth knowing: on the same COS masks comps high gives 335.5 / 151.4 (rms 1.07 against 0.88) -- six quanta and a factor 2.6 in EW from the component set alone; my proposer pass gives -78.8 / 357.4 with a better C IV rms (0.75) but f2500 shifted from 0.553 to 0.364, i.e. my masks changed the continuum normalisation (the COS data end at 1702 A under a spike), so it is not a better fit and GTR's stands. STIS under comps high / low fails the veto outright. The core is 30 per cent under-reconstructed (56 vs 81), the narrow-core basis limit. Blueshift -78.8 in every COS variant except comps high. v22 manmask was 2"
386,47,Mrk 1392,Z  48-115,Mrk 1392,Z  48-115,J150556.55+034226.3,no_sdss,3,,yes,473.48142602680343,135.124011723317,0.49450338842008823,0.0359,0.0359,0.035884,-4.6,0.03600861,31.4,ok,BEST_iter04_gtr_hand.json,,"CONFIRMED by GTR with their own hand masks: BEST_iter04_gtr_hand, 473.5 / 135.12, nine absorbers marked inside C IV (1536.6-1565.6 A) plus 1655-1657 and 1287-1290 and nine pixels; marginally better than the proposer fit (C IV rms 0.19 vs 0.20, EW 133.46 -> 135.12, blueshift unchanged), and the figure now shows the features. STIS alone at S/N 8.7, the C IV window fully observed (280 px), veto clean, Si IV 0.19 and C IV 0.20 sigma rms (the errors may be generous), 473.5 / 133.46 identical across all three mask sets. CAVEAT: the spectrum ends at 1657 A, so the 1700-1705 A continuum window is unobserved and the continuum's red anchor is the reconstruction extrapolated ~45 A beyond the data -- a caveat on the EW, not the blueshift, whose half-flux point sits 47 A inside the data. No C III] or Mg II"
385,48,Mrk 841,Mrk  841,Mrk 841,Mrk  841,J150401.19+102615.7,no_sdss,2,,yes,1368.7301546325386,1547.1660525077718,0.5013273324183238,0.036422,0.036422,0.036422,0.0,0.03660376,52.6,ok,BEST_iter05_gtr_hand.json,,"ACCEPTED by GTR at manmask 2, reaffirmed after my recommendation of 0 was put to them with the numbers below: BEST_iter05_gtr_hand, GTR's own COS hand fit, 1368.7 / 1547.17. RESERVATION: the COS coverage begins at 1547.6 A, blueward of the line centre by under 2 A, so the entire blue half of the profile and the 1445-1465 A continuum window are unobserved; 67 per cent of the EW (1038.5 A) lies blueward of any data and the half-flux point sits -5.2 A from the first observed pixel. No C III] or Mg II. S/N 4.9. The measurement therefore depends on the basis's reconstruction of an unobserved wing. Earlier variants on this spectrum returned 1574.9 / 822.8 (proposer masks) and 1368.7 / 1488.4 (GTR's first curated set), which is what an unconstrained blue wing can do; GTR's hand fit brings it to the value above. Compare Mrk 290 (index 36, accepted at 3), whose data begin at 1543.8 A with 62 per cent of the EW observed. v22 manmask was 1"
442,49,ESO 141-55,ESO 141-55,ESO 141-55,ESO 141-55,J192114.14-584013.0,no_sdss,3,,yes,335.5125590520637,119.98490704192486,0.5102930687887969,0.037109,0.037109,0.037109,0.0,0.03705331,-16.1,ok,BEST_iter04_gtr_prior.json,,"CONFIRMED by GTR: BEST_iter04_gtr_prior, 335.5 / 119.98. GTR's curated masks adopted: BEST_iter04_gtr_prior, 335.5 / 119.98. My proposer pass gives the same blueshift with EW 114.63 and residuals equal within noise (Si IV 0.74 / C IV 0.73 against 0.72 / 0.70), so there is no basis to prefer mine and GTR's identification of the absorbers stands. COS alone at S/N 25, coverage from 1529.9 A: the blue continuum window is unobserved, 17 per cent of the EW (19.9 A) lies blueward of any data, the peak and the half-flux point (17 A inside the data) are observed, and the data end at 1703-1704 A, just inside the red window. No C III] or Mg II. Blueshift identical across every variant. v22 manmask was 1"
53,50,Mrk 1179,Mrk 1179,Mrk 1179,Mrk 1179,J023322.32+275613.1,no_sdss,0,no_civ_data,yes,,,,0.037599,0.037599,0.037599,0.0,0.038,115.9,CHECK,REJECT_ALL_iter03_allmasks.json,,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the COS spectrum (591 good px) has zero usable pixels inside 1500-1600 A and no continuum windows, C III] or Mg II; the pipeline's 2124.2 / 30.9 is wholly extrapolated from the Si IV region. v22 manmask was blank"
397,51,Mrk 486,Mrk  486,Mrk 486,Mrk  486,J153638.43+543332.5,no_sdss,3,,yes,59.38121176138286,53.428970834118466,0.8858193465503638,0.0389,0.0389,0.038934,9.8,0.039,28.9,ok,BEST_iter01_baseline.json,,"CONFIRMED by GTR at manmask 3: the MERGE with no masks, BEST_iter01_baseline, 59.4 / 53.43, veto clean, windows SiIV: med -0.07 rms 1.47 (n=87)  |  CIV: med -0.17 rms 0.37 (n=255)  |  CIII]: med -0.10 rms 0.61 (n=228)  |  MgII: med -0.09 rms 0.96 (n=186), anchors {'ciii_peak_dv': -702.0, 'ciii_xcorr_dv': -810.0, 'mgii_xcorr_dv': -660.0}. GTR fit it in the GUI after the co-adder fix and saved it with no masks (the GUI's measurement row records 59.38 / 53.43, masks none), which is this record exactly. The merge is COS (1239-1414 A, far-UV only, no C IV) plus FOS (1509 A onward, C IV at S/N 1.9); before the fix its 281-px hole made it unfittable (-3414 / 2.1). For the record: GTR's FOS-alone fit gives 473.5 / 53.03 and the bare FOS fit 473.5 / 46.39 -- six quanta from the merge at the same EW, the COS far-UV re-setting the weights on a line whose S/N lets the half-flux point follow them; the merge's anchors are -810 / -660 against FOS's -420 / -610. CO-ADDER FIX (2026-09-16): merged spectra were written without their gap pixels, leaving holes in the wavelength array that morph2 and get_ICA -- both index-aligned -- could not cope with; every merge was rebuilt on a full lattice and its records replayed (pipeline_output/refit_after_coaddfix_merges.csv). The merge's earlier garbage (-3414 / 2.1, veto on 164 px) was this bug: COS (1239-1414 A) and FOS (1509+) share no pixels and left a 281-px hole. Rebuilt, the merge with no masks gives 59.4 / 53.43, veto clean, SiIV: med -0.07 rms 1.47 (n=87)  |  CIV: med -0.17 rms 0.37 (n=255)  |  CIII]: med -0.10 rms 0.61 (n=228)  |  MgII: med -0.09 rms 0.96 (n=186), anchors {'ciii_peak_dv': -702.0, 'ciii_xcorr_dv': -810.0, 'mgii_xcorr_dv': -660.0} -- a real fit, SIX quanta from GTR's FOS fit (473.5 / 53.03) at the same EW, the COS far-UV re-setting the weights. With the COS segment masked the merge reproduces the bare FOS fit exactly (473.5 / 46.39). Verdict re-opened for GTR: the object now has two defensible fits six quanta apart on a S/N-1.9 line. Excluded (provisional -- GTR to confirm). Two spectra, but the COS one has no C IV pixels at all (576 px, far-UV only) and poisons the merge (-3414 / 2.1, veto on 164 px); FOS alone carries the line at S/N 1.9 per pixel with no 1445-1465 A window. GTR's curated FOS masks give 473.5 / 53.03, veto clean, but both anchors sit at -420 (C III] xcorr; peak -702) and -610 (Mg II) km/s, the same sign and 6-9 quanta. trial_z.py over -207 to -621 km/s shows this is NOT a clean redshift error: the anchors close at only ~0.5 km/s per km/s and are still -130 / -220 at -621, so at least half is model shape at this S/N -- and the C IV blueshift, which should move linearly with the trial shift, instead jumps 473 -> 59 -> 197 -> 128 -> 128 -> 128 -> 59: the half-flux point wandering across noise. A single S/N-1.9 spectrum whose blueshift is not stable to six quanta under a change that should not affect it. GTR's fit kept on record as REJECT_ALL_iter01_gtr_prior. v22 manmask was 1"
472,52,LEDA 1771917,LEDA 1771917,LEDA 1771917,LEDA 1771917,J235152.77+261932.5,no_sdss,3,,yes,197.48560807496355,126.02009253995084,0.4770380130970703,0.04,0.037669,0.037669,-671.9,0.03767,-671.7,CHECK,BEST_iter07_gtr_hand_zNED_open1525.json,,"ACCEPTED by GTR at manmask 3: BEST_iter07_gtr_hand_zNED_open1525, GTR's COS hand fit under the NED/SIMBAD redshift 0.037669 (catalogue 0.0400, -672 km/s; the catalogue value put the model peak 0.5 A redward of the data with no C III]/Mg II in the spectrum to test it, so the override rests on the external value alone), masks rescaled by (1+z_old)/(1+z_new), and the two bluest data pixels at 1527-1528 A left in the fit. 197.5 / 126.02, SiIV: med +0.00 rms 0.67 (n=169)  |  CIV: med +0.21 rms 0.87 (n=148); C IV sub-continuum: none. With those two pixels masked (iter06) the veto tripped on a 22-px, -2.1 per cent sliver at 1590-1600 A and gave 266.5 / 119.35. Superseded: BEST_iter05_gtr_hand at the catalogue z, 749.2 / 101.15 at manmask 2 (55 px below continuum at 1500-1519, 15 per cent). COS alone at S/N 9.6 from 1527.4 A: no blue continuum window; ~7 per cent of the EW lies blueward of the data. v22 manmask was blank"
82,53,LEDA 88588,1H 0707-495,LEDA 88588,LEDA   88588,J070841.47-493307.1,no_sdss,3,,yes,2466.90502620236,14.815648697168434,0.7088601658535114,0.0408,0.0408,0.040568,-66.8,0.040568065257999254,-66.8,ok,BEST_iter05_gtr_hand.json,yes,"CONFIRMED by GTR at manmask 3 with their own hand fit: BEST_iter05_gtr_hand, 2466.9 / 14.82, veto 72 px -2.0%, windows SiIV: med +0.10 rms 0.27 (n=248)  |  CIV: med +0.10 rms 0.23 (n=237)  |  CIII]: med +0.27 rms 0.30 (n=210)  |  MgII: med -0.02 rms 0.29 (n=186), anchors {'ciii_peak_dv': -2757.0, 'ciii_xcorr_dv': -450.0, 'mgii_xcorr_dv': -170.0}. Earlier candidates: my proposer fit 2603.9 / 20.67 (veto clean) and GTR's first curated set 2672.4 / 17.21 (veto -1.6 per cent). Si IV 0.36, C IV 0.29, C III] 0.29, Mg II 0.31 sigma rms; GTR's curated set (13 ranges, 65 A, iter04_gtr_prior) gives 2672.4 / 17.21 with equal residuals (0.26-0.31) but trips the veto marginally, 62 px at 1.6 per cent below across the red wing -- one quantum and 20 per cent in EW apart, which for a 20 A line is the mask set deciding where a very shallow profile meets the continuum. A genuine extreme-wind object, not a failed fit: the C IV is weak and broad (peak 4.9 on a continuum of 3.0) with its centre near 1537 A, i.e. blueshifted ~2600 km/s in both fits; the whole STIS spectrum (S/N 11, all four anchors) is smooth and low-EW. Anchors C III] xcorr -440 / Mg II -220 (the C III] peak at -2757 is the blend being nearly featureless, not a redshift). Will sit at an extremum of C IV space; worth GTR's eye for that reason. v22 manmask was 3"
278,54,Mrk 231,Mrk 231,Mrk 231,[KGP99] 125405.0000+570838.098,J125614.18+565224.9,no_sdss,2,,yes,2603.886465136709,12.065441224740251,0.5474959531717427,0.04147,0.04147,0.04217,201.5,nan,nan,CHECK,BEST_iter02_gtr_hand.json,,"ACCEPTED by GTR at manmask 2 with their own hand fit of Mrk 231_COS: BEST_iter02_gtr_hand, 2603.9 / 12.07, veto 46 px -2%, windows SiIV: med -0.00 rms 0.12 (n=231)  |  CIV: med -0.01 rms 0.11 (n=256)  |  CIII]: --  |  MgII: --, anchors {'ciii_xcorr_dv': None, 'mgii_xcorr_dv': None}, 6 ranges + 23 pixels. RESERVATION: this is the reddened FeLoBAL at S/N 1.4 in this spectrum; my provisional verdict had been exclusion (below). Excluded. Mrk 231, the reddened FeLoBAL ULIRG quasar: three spectra at S/N 1.4 (COS), 1.6 (FOS) and 0.2 (STIS) per pixel in the C IV window, and every one fails the sub-continuum veto outright -- COS on 129 px at 52 per cent below, FOS on 67 px at 41 per cent, STIS on 82 px at 95 per cent -- with blueshifts of 6144, 2056 and 1918 km/s and EWs of 23-68 that mean nothing. The C IV region is destroyed by the BAL absorption and there is no signal under it at this depth; the window residuals (0.16-0.35 sigma rms) are errors as large as the flux, the 3C 84 pattern. The FOS anchors happen to land at +40 / -40 km/s but the C III] peak sits at -2263 and STIS's at -1509, i.e. no clean anchor either. No curated prior from anyone. v22 manmask was 1"
81,55,MKN 374,MCG+09-12-016,MKN 374,MCG+09-12-016,J065938.13+541147.6,no_sdss,1,iue_only,iue_only,,,,0.0426,,0.042629,8.3,0.043847,358.6,CHECK,none,,"IUE only: no HST spectrum exists for MKN 374 (row 81, J065938.13+541147.6) in the rebin master. manmask 1 by GTR's instruction, as the marker that it still needs to be dealt with in the IUE grouping; not a verdict."
47,56,Mrk 1018,Z 387-34,Mrk 1018,Z 387-34,J020615.99-001729.2,no_sdss,2,,yes,-355.2804811936978,389.8825551080064,0.760507630983303,0.04261,0.04261,0.042957,99.8,0.04263127,6.1,CHECK,BEST_iter05_gtr_hand2.json,,"CONFIRMED by GTR at manmask 2 with their own hand fit: BEST_iter05_gtr_hand2, -355.3 / 389.88, veto clean, windows SiIV: med +0.02 rms 0.06 (n=248)  |  CIV: med +0.00 rms 0.06 (n=241)  |  CIII]: --  |  MgII: --. Their earlier curated set gave -355.3 / 384.61 and the proposer fit -701.3 / 332.47. Masks: four ranges covering 146 A, which take out the unflagged noise block at 1655-1770 A and the deep narrow absorber on the line core (1548-1550 A, flux 52 -> 17) that the proposer missed; veto clean. RESERVATION: this is Mrk 1018 in its faint changing-look state, COS at S/N 2.1 per pixel -- errors of 20-50 on fluxes of 5-50, which is why the window rms reads 0.06 -- and no C III] or Mg II, so the redshift cannot be checked. The proposer fit with the absorber and noise left in gives -701.3 / 332.47: five quanta and 16 per cent apart from GTR's, the measure of how loosely a spectrum this noisy constrains the line. The strong line (EW 330-385, peak ~10x continuum) is real. v22 manmask was 2"
54,57,NGC 985,NGC   985,NGC 985,NGC   985,J023437.85-084716.7,no_sdss,2,,yes,-9.680667062489581,87.11115651379748,0.5485102778259513,0.04271,0.04271,0.043143,124.5,0.04302233,89.8,CHECK,BEST_iter03_allmasks.json,,"CONFIRMED by GTR at manmask 2: BEST_iter03_allmasks, -9.7 / 87.11. BEST_iter03_allmasks, -9.7 / 87.11, auto component set, veto clean, Si IV 0.57 and C IV 0.72 sigma rms at S/N 24. RESERVATION, fit_unstable: the blueshift spans SEVEN quanta across defensible choices -- 266.5 (no masks), 335.5 (non-C IV masks), -9.7 (all masks), -147.9 (comps high), 128.4 (comps low) -- with EW 87-101. The cause is visible: a spiky narrow core at 1546-1548 A (data 13) above a broad base, with the known intrinsic absorbers (flagged, at 1523, 1537, 1542, 1551) either side; the model's broad peak (9.8) lands at 1550 and where it lands relative to that core sets the half-flux point. The C III] 'anchor' (+2000, peak +4235) was meaningless and is now reported as '--'. CORRECTED 2026-09-17: I first attributed it to the unflagged garbage block at 2000-2060 A, but that block lies outside the 1860-1960 A cross-correlation window and was never in it. The real cause is that 198 of the 228 pixels in that window carry non-finite or non-positive errors by the time the fit sees them, so the anchor was being computed over pixels that are not measurements; the 30 that survive sit at S/N 1.7, with the window at the blue edge of the COS spectrum where the errors run 0.6 to 7.4 across it. iterate_fit.py now excludes non-measurement pixels from both anchor estimators and records the pixel count and median S/N beside each shift, so NGC 985 returns no anchor at all rather than a number. This is a diagnostic change only: all 54 adopted records were replayed and no blueshift or EW moved (pipeline_output/refit_after_anchorfix_adopted.csv). No Mg II. No curated prior from anyone. v22 manmask was 3"
268,58,IRASF12397+3333,LEDA   42648,IRASF12397+3333,LEDA   42648,J124210.60+331702.6,no_sdss,0,no_civ_data,no_civ_coverage,,,,0.043513,0.043513,0.043528,4.3,0.04353,4.9,ok,REJECT_ALL_iter03_allmasks.json,,"CONFIRMED by GTR (manmask 0) after inspecting the re-scaled figure: real data end at 1452 A; the whole C IV window carries flux ~1 with NEGATIVE errors (median -125), non-physical and unusable. Excluded by the no_civ_data guard: the COS spectrum (671 good px) has zero usable pixels inside 1500-1600 A -- only 14 pixels in the 1445-1465 A window and nothing redward -- with no C III] or Mg II; any C IV number from it is wholly extrapolated. v22 manmask was blank"
170,59,Mrk 142,Mrk  142,Mrk 142,Mrk  142,J102531.28+514034.8,no_sdss,3,,yes,335.5125590520637,60.86362266122486,0.7062415466589863,0.04494,0.04494,0.044586,-101.6,0.04459,-100.4,CHECK,BEST_iter05_gtr_hand.json,,"CONFIRMED by GTR with a further hand fit: BEST_iter05_gtr_hand, 335.5 / 60.86, veto clean, windows SiIV: med +0.08 rms 0.21 (n=248)  |  CIV: med +0.10 rms 0.22 (n=250)  |  CIII]: med +0.05 rms 0.18 (n=220)  |  MgII: med -0.02 rms 0.18 (n=186), anchors {'ciii_peak_dv': 44.0, 'ciii_xcorr_dv': 40.0, 'mgii_xcorr_dv': -20.0}; their earlier curated set gave 335.5 / 60.55. My proposer pass gives the same blueshift with EW 60.10 and residuals identical to the second decimal (0.21 / 0.22 / 0.18 / 0.18 in Si IV / C IV / C III] / Mg II), so GTR's identification of the absorbers stands and the figure shows them. STIS at S/N 6.6, all four anchors: C III] xcorr +40 (peak +44), Mg II -20 km/s -- the best-anchored object in the block. Blueshift identical across every variant. v22 manmask was 3"
